programID,season,workID,composerLastName,composerFirstName,workTitle,OpusNumber,conductorLastName,conductorFirstName
4775,1884-85,53561*,Strauss,  Richard,SYMPHONY, F MINOR,Thomas, Theodore
8037,1884-85,52575*,Mendelssohn,  Felix,SYMPHONY NO. 3, A MINOR,Damrosch, Leopold
8038,1884-85,2819*1,Schubert,  Franz,SYMPHONY NO. 8, B MINOR,Damrosch, Leopold
5462,1884-85,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Thomas, Theodore
2436,1884-85,878*1,Schumann,  Robert,MANFRED, OP.115,Thomas, Theodore
8039,1884-85,3969*,Schubert,  Franz,SYMPHONY NO. 9, C MAJOR,Damrosch, Walter
6771,1884-85,5542*,Cowen,  Sir  Frederic  Hymen,SYMPHONY NO. 4, B FLAT MINOR (THE WELSH),Thomas, Theodore
8046,1885-86,52449*,Beethoven,  Ludwig  van,SYMPHONY NO. 6 IN F MAJOR, OP.68 (PASTORAL),Damrosch, Walter
1268,1885-86,9187*1,Weber,  Carl  Maria Von,EURYANTHE, OP. 81,Thomas, Theodore
8047,1885-86,2013*,Bruckner,  Anton,SYMPHONY NO. 3, D MINOR,Damrosch, Walter
5654,1885-86,51664*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 40, G MINOR,Thomas, Theodore
8048,1885-86,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Damrosch, Walter
8049,1885-86,51306*,Berlioz,  Hector,DAMNATION DE FAUST, LA,Damrosch, Walter
6339,1885-86,398*,Brahms,  Johannes,TRAGIC OVERTURE, OP. 81,Thomas, Theodore
8050,1885-86,5288*,Fuchs,  Robert,SERENADE, STRING ORCHESTRA,Damrosch, Walter
3342,1885-86,1886*1,Bach,  Johann  Sebastian,SUITE NO. 2,  B MINOR,Thomas, Theodore
8051,1885-86,52461*,Beethoven,  Ludwig  van,SYMPHONY NO. 9 IN D MINOR, OP.125,Damrosch, Walter
284,1885-86,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Thomas, Theodore
8052,1886-87,7029*,Bach,  Johann  Sebastian,SUITE, E MAJOR (UNIDENTIFIED) (ARR. Bachrich),Damrosch, Walter
2201,1886-87,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Thomas, Theodore
6550,1886-87,52994*,Schumann,  Robert,GENOVEVA OVERTURE, OP. 81,Thomas, Theodore
8053,1886-87,51884*,Brahms,  Johannes,SYMPHONY NO. 4 IN E MINOR, OP. 98,Damrosch, Walter
8054,1886-87,52434*,Beethoven,  Ludwig  van,SYMPHONY NO. 2 IN D MAJOR, OP.36,Damrosch, Walter
2884,1886-87,2819*,Schubert,  Franz,SYMPHONY NO. 8, B MINOR,Thomas, Theodore
8055,1886-87,7104*,Bulow,  Hans  Von,MINSTREL'S CURSE, THE,Damrosch, Walter
7239,1886-87,52440*,Beethoven,  Ludwig  van,SYMPHONY NO. 4 IN B FLAT MAJOR, OP.60,Thomas, Theodore
8056,1886-87,3347*,Bach,  Johann  Sebastian,TOCCATA & FUGUE, F MAJOR,Damrosch, Walter
4230,1886-87,52577*,Mendelssohn,  Felix,SYMPHONY NO. 4, A MAJOR,Thomas, Theodore
1164,1886-87,5583*,Franchetti,  Baron  Alberto,SYMPHONY, E MINOR,Thomas, Theodore
8057,1886-87,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Damrosch, Walter
8058,1887-88,53244*,Dvorak,  Antonín,HUSITSKA, OP.67,Damrosch, Walter
3092,1887-88,50564*,Wagner,  Richard,FAUST OVERTURE, WWV 59,Thomas, Theodore
8059,1887-88,7008*,D'Albert,  Eugen,SYMPHONY NO. 1, OP. 4,Damrosch, Walter
70,1887-88,1228*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 2, OP. 72A,Thomas, Theodore
8060,1887-88,51880*,Brahms,  Johannes,SYMPHONY NO. 3 IN F MAJOR, OP. 90,Damrosch, Walter
8062,1887-88,3969*,Schubert,  Franz,SYMPHONY NO. 9, C MAJOR,Damrosch, Walter
3780,1887-88,1867*,Bach,  Johann  Sebastian,SUITE NO. 3, D MAJOR,Thomas, Theodore
8063,1887-88,6318*,Stanford,  Sir  Charles  Villiers,SYMPHONY, F MINOR,Damrosch, Walter
8064,1887-88,2345*,Berlioz,  Hector,KING LEAR OVERTURE, OP. 4,Damrosch, Walter
5122,1887-88,878*1,Schumann,  Robert,MANFRED, OP.115,Thomas, Theodore
2129,1887-88,8959*,Chopin,  Frédéric,SONATA, PIANO,Thomas, Theodore
8065,1888-89,2344*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 1, F MAJOR,Damrosch, Walter
8066,1888-89,2819*,Schubert,  Franz,SYMPHONY NO. 8, B MINOR,Damrosch, Walter
5415,1888-89,53058*,Schumann,  Robert,OVERTURE, SCHERZO,Thomas, Theodore
8067,1888-89,51328*,Berlioz,  Hector,HAROLD IN ITALY, OP.16,Damrosch, Walter
1718,1888-89,51668*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 41, C MAJOR,Thomas, Theodore
8068,1888-89,50057*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 2, C MINOR,Damrosch, Walter
6117,1888-89,3347*,Bach,  Johann  Sebastian,TOCCATA & FUGUE, F MAJOR,Thomas, Theodore
8069,1888-89,5168*,Raff,  Joachim,SYMPHONY NO. 5 (LENORE) E MAJOR, OP. 177,Damrosch, Walter
3070,1888-89,5650*,Mackenzie,  Alexander  C.,TWELFTH NIGHT, OVERTURE,Thomas, Theodore
8949,1888-89,52429*,Beethoven,  Ludwig  van,SYMPHONY NO. 1 IN C MAJOR, OP.21,Damrosch, Walter
42,1888-89,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Thomas, Theodore
8950,1889-90,52577*,Mendelssohn,  Felix,SYMPHONY NO. 4, A MAJOR,Damrosch, Walter
1958,1889-90,53072*,Schumann,  Robert,SYMPHONY NO. 3, E FLAT MAJOR,Thomas, Theodore
6300,1889-90,9007*17,Wagner,  Richard,MEISTERSINGER, DIE,Thomas, Theodore
7921,1889-90,52453*,Beethoven,  Ludwig  van,SYMPHONY NO. 7 IN A MAJOR, OP.92,Damrosch, Walter
8071,1889-90,9008*2,Wagner,  Richard,PARSIFAL, WWV 111,Damrosch, Walter
2620,1889-90,51658*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 39, E-FLAT MAJOR,Thomas, Theodore
8072,1889-90,51664*1,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 40, G MINOR,Damrosch, Walter
6962,1889-90,4818*,Bargiel,  Woldemar,MEDEA, OP. 22,Thomas, Theodore
3940,1889-90,52101*,Haydn,  Franz  Joseph,SYMPHONY NO.  94, G MAJOR (SURPRISE),Thomas, Theodore
8078,1889-90,3548*,Beethoven,  Ludwig  van,CONCERTO, PIANO,Damrosch, Walter
917,1889-90,948*12,Bach,  Johann  Sebastian,CHRISTMAS ORATORIO, CANTATAS 1 - 3,Thomas, Theodore
2840,1890-91,5700*,Moszkowski,  Moritz,SUITE NO. 2, OP. 47,Thomas, Theodore
8079,1890-91,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Damrosch, Walter
7192,1890-91,3114*,Goldmark,  Karl,PROMETHEUS BOUND, OP.38,Thomas, Theodore
8080,1890-91,1867*,Bach,  Johann  Sebastian,SUITE NO. 3, D MAJOR,Damrosch, Walter
8081,1890-91,53072*,Schumann,  Robert,SYMPHONY NO. 3, E FLAT MAJOR,Damrosch, Walter
3521,1890-91,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Thomas, Theodore
8082,1890-91,51870*,Brahms,  Johannes,SYMPHONY NO. 1 IN C MINOR, OP. 68,Damrosch, Walter
481,1890-91,5719*,Rubinstein,  Anton,ANTONY AND CLEOPATRA, OP. 116,Thomas, Theodore
8083,1890-91,52747*,Saint-Saens [Saint-Saëns],  Camille,SYMPHONY NO. 2, OP. 55,Damrosch, Walter
4857,1890-91,51664*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 40, G MINOR,Thomas, Theodore
8084,1890-91,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Damrosch, Walter
1814,1890-91,52512*,Mendelssohn,  Felix,HEBRIDES (FINGAL'S CAVE) OVERTURE, OP.26,Thomas, Theodore
9859,1890-91,52506*,Mendelssohn,  Felix,ELIJAH, OP.70,Damrosch, Walter
9860,1890-91,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Damrosch, Walter
9743,1890-91,52446*,Beethoven,  Ludwig  van,SYMPHONY NO. 5 IN C MINOR, OP.67,Damrosch, Walter
8085,1891-92,52453*,Beethoven,  Ludwig  van,SYMPHONY NO. 7 IN A MAJOR, OP.92,Damrosch, Walter
3730,1891-92,52449*,Beethoven,  Ludwig  van,SYMPHONY NO. 6 IN F MAJOR, OP.68 (PASTORAL),Seidl, Anton
8086,1891-92,3969*,Schubert,  Franz,SYMPHONY NO. 9, C MAJOR,Damrosch, Walter
13754,1891-92,9004*14,Wagner,  Richard,TRISTAN UND ISOLDE, WWV 90,Damrosch, Walter
705,1891-92,51668*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 41, C MAJOR,Seidl, Anton
4422,1891-92,878*1,Schumann,  Robert,MANFRED, OP.115,Seidl, Anton
8088,1891-92,52456*,Beethoven,  Ludwig  van,SYMPHONY NO. 8 IN F MAJOR, OP.93,Damrosch, Walter
8089,1891-92,50068*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 5, E MINOR,Damrosch, Walter
5770,1891-92,52429*,Beethoven,  Ludwig  van,SYMPHONY NO. 1 IN C MAJOR, OP.21,Seidl, Anton
8090,1891-92,53068*,Schumann,  Robert,SYMPHONY NO. 1 IN B FLAT MAJOR, OP.38 (SPRING),Damrosch, Walter
3239,1891-92,52446*,Beethoven,  Ludwig  van,SYMPHONY NO. 5 IN C MINOR, OP.67,Seidl, Anton
3244,1891-92,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Seidl, Anton
3248,1891-92,8955*1,Mozart,  Wolfgang  Amadeus,MAGIC FLUTE, THE,Seidl, Anton
8091,1892-93,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Damrosch, Walter
1678,1892-93,9007*17,Wagner,  Richard,MEISTERSINGER, DIE,Seidl, Anton
6073,1892-93,3114*,Goldmark,  Karl,PROMETHEUS BOUND, OP.38,Seidl, Anton
8093,1892-93,51664*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 40, G MINOR,Damrosch, Walter
2391,1892-93,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Seidl, Anton
8104,1892-93,51872*,Brahms,  Johannes,SYMPHONY NO. 2 IN D MAJOR, OP. 73,Damrosch, Walter
6730,1892-93,5813*,Klughardt,  August,SYMPHONY, C MINOR,Seidl, Anton
13755,1892-93,9003*6,Wagner,  Richard,TANNHAUSER, WWV 70,Damrosch, Walter
13756,1892-93,9009*8,Wagner,  Richard,RHEINGOLD, DAS WWV 86A,Damrosch, Walter
13757,1892-93,9008*2,Wagner,  Richard,PARSIFAL, WWV 111,Damrosch, Walter
3710,1892-93,53058*,Schumann,  Robert,OVERTURE, SCHERZO,Seidl, Anton
8105,1892-93,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Damrosch, Walter
3714,1892-93,53071*,Schumann,  Robert,SYMPHONY NO. 2, C MAJOR,Seidl, Anton
8106,1892-93,52449*,Beethoven,  Ludwig  van,SYMPHONY NO. 6 IN F MAJOR, OP.68 (PASTORAL),Damrosch, Walter
8107,1893-94,51870*,Brahms,  Johannes,SYMPHONY NO. 1 IN C MINOR, OP. 68,Damrosch, Walter
2589,1893-94,53072*,Schumann,  Robert,SYMPHONY NO. 3, E FLAT MAJOR,Seidl, Anton
8108,1893-94,1867*1,Bach,  Johann  Sebastian,SUITE NO. 3, D MAJOR,Damrosch, Walter
6924,1893-94,5801*1,Mendelssohn,  Felix,MIDSUMMER NIGHT'S DREAM, OP. 61,Seidl, Anton
8109,1893-94,9007*17,Wagner,  Richard,MEISTERSINGER, DIE,Damrosch, Walter
8110,1893-94,3969*,Schubert,  Franz,SYMPHONY NO. 9, C MAJOR,Damrosch, Walter
252,1893-94,5831*,Sinding,  Christian,SYMPHONY NO. 1, D MINOR,Seidl, Anton
8111,1893-94,9003*7,Wagner,  Richard,TANNHAUSER, WWV 70,Damrosch, Walter
4619,1893-94,9187*1,Weber,  Carl  Maria Von,EURYANTHE, OP. 81,Seidl, Anton
8112,1893-94,50070*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 6, B MINOR,Damrosch, Walter
1598,1893-94,50068*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 5, E MINOR,Seidl, Anton
8113,1894-95,50070*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 6, B MINOR,Damrosch, Walter
3497,1894-95,50509*,Goldmark,  Karl,SAKUNTALA OVERTURE, OP. 13,Seidl, Anton
8114,1894-95,9025*1,Rubinstein,  Anton,SYMPHONY NO. 2 (OCEAN), C MAJOR,Damrosch, Walter
435,1894-95,5719*,Rubinstein,  Anton,ANTONY AND CLEOPATRA, OP. 116,Seidl, Anton
8115,1894-95,51658*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 39, E-FLAT MAJOR,Damrosch, Walter
4191,1894-95,53212*,Dvorak,  Antonín,IN NATURE'S REALM, AMID NATURE,Seidl, Anton
8117,1894-95,1847*,Beethoven,  Ludwig  van,CONCERTO, PIANO,Damrosch, Walter
8118,1894-95,52434*,Beethoven,  Ludwig  van,SYMPHONY NO. 2 IN D MAJOR, OP.36,Damrosch, Walter
1134,1894-95,51884*,Brahms,  Johannes,SYMPHONY NO. 4 IN E MINOR, OP. 98,Seidl, Anton
8119,1894-95,52453*,Beethoven,  Ludwig  van,SYMPHONY NO. 7 IN A MAJOR, OP.92,Damrosch, Walter
13807,1894-95,9004*,Wagner,  Richard,TRISTAN UND ISOLDE, WWV 90,Damrosch, Walter
5519,1894-95,3196*,Tchaikovsky,  Pyotr  Ilyich,SUITE NO. 3, G MAJOR,Van Der Stucken, Frank
13811,1894-95,9001*,Wagner,  Richard,WALKURE, DIE,Damrosch, Walter
13812,1894-95,9005*,Wagner,  Richard,SIEGFRIED, WWV 86C,Damrosch, Walter
13814,1894-95,9007*,Wagner,  Richard,MEISTERSINGER, DIE,Damrosch, Walter
8121,1894-95,9008*2,Wagner,  Richard,PARSIFAL, WWV 111,Damrosch, Walter
13815,1894-95,9004*,Wagner,  Richard,TRISTAN UND ISOLDE, WWV 90,Damrosch, Walter
2507,1894-95,2345*,Berlioz,  Hector,KING LEAR OVERTURE, OP. 4,Seidl, Anton
8122,1895-96,50057*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 2, C MINOR,Damrosch, Walter
10571,1895-96,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Damrosch, Walter
4373,1895-96,3347*,Bach,  Johann  Sebastian,TOCCATA & FUGUE, F MAJOR,Seidl, Anton
1323,1895-96,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Seidl, Anton
8123,1895-96,53078*,Schumann,  Robert,SYMPHONY NO. 4, D MINOR,Van Der Stucken, Frank
2093,1895-96,50054*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 1, G MINOR,Seidl, Anton
8124,1895-96,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Damrosch, Walter
6432,1895-96,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Seidl, Anton
13809,1895-96,8837*,Beethoven,  Ludwig  van,FIDELIO, OP. 72,Damrosch, Walter
13810,1895-96,9007*,Wagner,  Richard,MEISTERSINGER, DIE,Damrosch, Walter
8125,1895-96,51821*,Saint-Saens [Saint-Saëns],  Camille,SYMPHONY NO. 3 IN C MINOR, OP. 78 (ORGAN SYM.),Damrosch, Walter
13818,1895-96,9004*,Wagner,  Richard,TRISTAN UND ISOLDE, WWV 90,Damrosch, Walter
3417,1895-96,9008*2,Wagner,  Richard,PARSIFAL, WWV 111,Seidl, Anton
8126,1895-96,53072*,Schumann,  Robert,SYMPHONY NO. 3, E FLAT MAJOR,Damrosch, Walter
10558,1896-97,9003*2,Wagner,  Richard,TANNHAUSER, WWV 70,Damrosch, Walter
10560,1896-97,50729*,Weber,  Carl  Maria Von,JUBEL OVERTURE, OP. 59,Damrosch, Walter
8127,1896-97,50005*,Tchaikovsky,  Pyotr  Ilyich,MARCHE SLAV, OP.31,Damrosch, Walter
2350,1896-97,9024*1,Rubinstein,  Anton,SYMPHONY NO. 2, C MAJOR,Seidl, Anton
10564,1896-97,3122*1,Goldmark,  Karl,CRICKET ON THE HEARTH, THE,Damrosch, Walter
8128,1896-97,51356*5,Berlioz,  Hector,ROMEO ET JULIETTE, OP.17,Damrosch, Walter
10566,1896-97,50005*,Tchaikovsky,  Pyotr  Ilyich,MARCHE SLAV, OP.31,Damrosch, Walter
6693,1896-97,53244*,Dvorak,  Antonín,HUSITSKA, OP.67,Seidl, Anton
8129,1896-97,52446*,Beethoven,  Ludwig  van,SYMPHONY NO. 5 IN C MINOR, OP.67,Damrosch, Walter
3028,1896-97,3114*,Goldmark,  Karl,PROMETHEUS BOUND, OP.38,Seidl, Anton
8130,1896-97,3969*,Schubert,  Franz,SYMPHONY NO. 9, C MAJOR,Damrosch, Walter
1,1896-97,2819*,Schubert,  Franz,SYMPHONY NO. 8, B MINOR,Seidl, Anton
4361,1896-97,5905*,Bach,  Johann  Sebastian,SONATA, VIOLIN,Seidl, Anton
13821,1896-97,9001*,Wagner,  Richard,WALKURE, DIE,Damrosch, Walter
13820,1896-97,9004*,Wagner,  Richard,TRISTAN UND ISOLDE, WWV 90,Damrosch, Walter
8131,1896-97,2877*,Dvorak,  Antonín,SYMPHONY NO. 9, E MINOR,Damrosch, Walter
10568,1896-97,52506*,Mendelssohn,  Felix,ELIJAH, OP.70,Damrosch, Walter
8132,1896-97,53068*,Schumann,  Robert,SYMPHONY NO. 1 IN B FLAT MAJOR, OP.38 (SPRING),Damrosch, Walter
1301,1896-97,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Seidl, Anton
10569,1896-97,50729*,Weber,  Carl  Maria Von,JUBEL OVERTURE, OP. 59,Damrosch, Frank
8133,1897-98,50964*1,Lalo,  Edouard,ROI D'YS, LE,Damrosch, Walter
3234,1897-98,2877*,Dvorak,  Antonín,SYMPHONY NO. 9, E MINOR,Seidl, Anton
8135,1897-98,52456*,Beethoven,  Ludwig  van,SYMPHONY NO. 8 IN F MAJOR, OP.93,Damrosch, Walter
207,1897-98,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Seidl, Anton
8136,1897-98,51870*,Brahms,  Johannes,SYMPHONY NO. 1 IN C MINOR, OP. 68,Damrosch, Walter
3924,1897-98,878*1,Schumann,  Robert,MANFRED, OP.115,Seidl, Anton
8137,1897-98,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Damrosch, Walter
891,1897-98,52434*,Beethoven,  Ludwig  van,SYMPHONY NO. 2 IN D MAJOR, OP.36,Seidl, Anton
5269,1897-98,50340*,Glazunov,  Alexander,SYMPHONY NO. 5, B FLAT,Seidl, Anton
5272,1897-98,9008*2,Wagner,  Richard,PARSIFAL, WWV 111,Seidl, Anton
2257,1897-98,2163*,Bach,  Johann  Sebastian,PRELUDE, CHORALE,Van Der Stucken, Frank
10556,1897-98,50068*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 5, E MINOR,Damrosch, Walter
10557,1897-98,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Unknown, Walter
4146,1898-99,50564*,Wagner,  Richard,FAUST OVERTURE, WWV 59,Paur, Emil
9048,1898-99,8448*2,Haydn,  Franz  Joseph,QUARTET, STRING,Damrosch, Frank
1102,1898-99,52994*,Schumann,  Robert,GENOVEVA OVERTURE, OP. 81,Paur, Emil
8988,1898-99,51658*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 39, E-FLAT MAJOR,Damrosch, Frank
9023,1898-99,52456*,Beethoven,  Ludwig  van,SYMPHONY NO. 8 IN F MAJOR, OP.93,Damrosch, Frank
4819,1898-99,5944*,Bach,  Johann  Sebastian,PASSACAGLIA, C MINOR,Paur, Emil
1788,1898-99,51870*,Brahms,  Johannes,SYMPHONY NO. 1 IN C MINOR, OP. 68,Paur, Emil
1792,1898-99,50025*,Tchaikovsky,  Pyotr  Ilyich,ROMEO AND JULIET, FANTASY-OVERTURE,Paur, Emil
9028,1898-99,5801*,Mendelssohn,  Felix,MIDSUMMER NIGHT'S DREAM, OP. 61,Damrosch, Frank
9865,1898-99,52709*,Saint-Saens [Saint-Saëns],  Camille,PHAETON, OP. 39,Damrosch, Frank
6195,1898-99,1867*,Bach,  Johann  Sebastian,SUITE NO. 3, D MAJOR,Paur, Emil
3159,1898-99,52456*,Beethoven,  Ludwig  van,SYMPHONY NO. 8 IN F MAJOR, OP.93,Paur, Emil
9866,1898-99,5801*1,Mendelssohn,  Felix,MIDSUMMER NIGHT'S DREAM, OP. 61,Unknown, Emil
6900,1899-00,51884*,Brahms,  Johannes,SYMPHONY NO. 4 IN E MINOR, OP. 98,Paur, Emil
3893,1899-00,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Paur, Emil
9869,1899-00,52122*,Haydn,  Franz  Joseph,SYMPHONY NO. 100, G MAJOR (MILITARY),Damrosch, Frank
219,1899-00,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Paur, Emil
10555,1899-00,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Damrosch, Frank
4584,1899-00,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Paur, Emil
1557,1899-00,53344*,Dvorak,  Antonín,SYMPHONY NO. 8, G MAJOR,Paur, Emil
9871,1899-00,50509*,Goldmark,  Karl,SAKUNTALA OVERTURE, OP. 13,Damrosch, Frank
1562,1899-00,5801*1,Mendelssohn,  Felix,MIDSUMMER NIGHT'S DREAM, OP. 61,Paur, Emil
9873,1899-00,52446*,Beethoven,  Ludwig  van,SYMPHONY NO. 5 IN C MINOR, OP.67,Damrosch, Frank
5954,1899-00,6030*,Bach,  Johann  Sebastian,FUGUE, A MINOR (UNSPECIFIED) (ARR. Hellmesberger),Paur, Emil
416,1900-01,51807*,Brahms,  Johannes,ACADEMIC FESTIVAL OVERTURE, OP.80,Paur, Emil
4806,1900-01,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Paur, Emil
1107,1900-01,50564*,Wagner,  Richard,FAUST OVERTURE, WWV 59,Paur, Emil
9877,1900-01,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Damrosch, Frank
5495,1900-01,8955*1,Mozart,  Wolfgang  Amadeus,MAGIC FLUTE, THE,Paur, Emil
9878,1900-01,51668*4,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 41, C MAJOR,Damrosch, Frank
2473,1900-01,878*1,Schumann,  Robert,MANFRED, OP.115,Paur, Emil
2479,1900-01,9007*17,Wagner,  Richard,MEISTERSINGER, DIE,Paur, Emil
10552,1900-01,856*,Schubert,  Franz,ROSAMUNDE: OVERTURE, D.644,Damrosch, Frank
9880,1900-01,9003*6,Wagner,  Richard,TANNHAUSER, WWV 70,Damrosch, Walter
9879,1900-01,9000*1,Wagner,  Richard,RIENZI, WWV 49,Damrosch, Walter
9883,1900-01,53354*1,Nicolai,  Otto,MERRY WIVES OF WINDSOR, THE,Damrosch, Walter
9885,1900-01,2406*3,Donizetti,  Gaetano,FILLE DU RÉGIMENT, LA,Damrosch, Walter
9888,1900-01,9003*6,Wagner,  Richard,TANNHAUSER, WWV 70,Damrosch, Walter
9890,1900-01,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Damrosch, Walter
9891,1900-01,51181*,Litolff,  Henry  Charles,ROBESPIERRE, OP. 55,Damrosch, Walter
9895,1900-01,50964*1,Lalo,  Edouard,ROI D'YS, LE,Damrosch, Walter
9894,1900-01,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Damrosch, Walter
9899,1900-01,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Damrosch, Walter
9898,1900-01,52512*,Mendelssohn,  Felix,HEBRIDES (FINGAL'S CAVE) OVERTURE, OP.26,Damrosch, Walter
9900,1900-01,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Damrosch, Walter
9903,1900-01,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Damrosch, Walter
9905,1900-01,9003*6,Wagner,  Richard,TANNHAUSER, WWV 70,Damrosch, Walter
9904,1900-01,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Damrosch, Walter
9907,1900-01,51708*1,Boieldieu,  François-Adrien,DAME BLANCHE, LA,Damrosch, Walter
9913,1900-01,9003*6,Wagner,  Richard,TANNHAUSER, WWV 70,Damrosch, Walter
9917,1900-01,9003*11,Wagner,  Richard,TANNHAUSER, WWV 70,Damrosch, Walter
9918,1900-01,9003*6,Wagner,  Richard,TANNHAUSER, WWV 70,Damrosch, Walter
9919,1900-01,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Damrosch, Walter
9920,1900-01,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Damrosch, Walter
9926,1900-01,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Damrosch, Walter
9928,1900-01,51306*10,Berlioz,  Hector,DAMNATION DE FAUST, LA,Damrosch, Walter
9930,1900-01,7904*4,Strauss,  Johann,FLEDERMAUS, DIE,Damrosch, Walter
9932,1900-01,5216*,Lassen,  Eduard,FESTIVAL OVERTURE, OP.51,Damrosch, Walter
9934,1900-01,9155*,Wagner,  Richard,RHEINGOLD, DAS WWV 86A: ENTRANCE,Damrosch, Walter
9933,1900-01,51149*,Liszt,  Franz,PRELUDES, LES (SYMPHONIC POEM NO. 3),Damrosch, Walter
9939,1900-01,3757*1,Marschner,  Heinrich  August,VAMPYR, LE,Damrosch, Walter
9941,1900-01,51807*,Brahms,  Johannes,ACADEMIC FESTIVAL OVERTURE, OP.80,Damrosch, Walter
9943,1900-01,5801*1,Mendelssohn,  Felix,MIDSUMMER NIGHT'S DREAM, OP. 61,Damrosch, Walter
9945,1900-01,53354*1,Nicolai,  Otto,MERRY WIVES OF WINDSOR, THE,Damrosch, Walter
9946,1900-01,50729*,Weber,  Carl  Maria Von,JUBEL OVERTURE, OP. 59,Damrosch, Walter
9947,1900-01,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Damrosch, Walter
9950,1900-01,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Damrosch, Walter
9951,1900-01,9007*17,Wagner,  Richard,MEISTERSINGER, DIE,Damrosch, Walter
9954,1900-01,9003*6,Wagner,  Richard,TANNHAUSER, WWV 70,Damrosch, Walter
